Age,TotalCoursesEnrolled,UniqueCategoriesEnrolled,AverageCoursesPerCategory,EnrollmentFrequency,TotalSpending,AverageSpending,AverageCourseRating,DiversityScore,LearningDepthIndex,Cat_Artificial Intelligence,Cat_Business,Cat_Cybersecurity,Cat_Data Science,Cat_Design,Cat_Digital Marketing,Cat_Finance,Cat_Machine Learning,Cat_Marketing,Cat_Programming,Cat_Project Management,Cat_Web Development,Level_Advanced,Level_Beginner,Level_Intermediate,Gender_Male,Cluster
-1.6498862506416978,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267784,0.1875606121866064,2.438657730990064,-1.8773283736496789,0.4792284086570038,-0.8393161800559036,-0.467551987751626,-0.4716605860247632,1.2710690237754705,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.4651428120887531,-0.4608827518523636,-0.4504013611779841,-0.4622881739589047,-0.475867757985419,-0.6812236049311959,-0.6650429750763713,0.010776400683057,1.0,0
0.6658983473916311,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267784,-0.6296713066111267,-0.7145660735539446,-0.2668106038279036,0.4792284086570038,0.7095744617919745,-0.467551987751626,-0.4716605860247632,-0.4773065247464971,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.4651428120887531,-0.4608827518523636,1.226030504248756,-0.4622881739589047,-0.475867757985419,-0.6812236049311959,-0.1066525677914248,-0.662748642008007,0.0,0
1.327551089686868,1.7618754364527047,1.6217167930467342,1.8305725938729616,-1.09101750417583,0.6430016845709161,-0.2681563781720484,-0.2572412766156529,-2.0312471758424064,0.3997963334223989,1.224433492652328,-0.4716605860247632,-0.4773065247464971,-0.4799204167378746,-0.4734557033706944,1.2954467356564878,1.151402343410684,-0.4651428120887531,6.400895191359004,1.226030504248756,2.883585220194809,1.2156053154224686,1.671203232241279,1.5685186540634148,1.357826486065185,0.0,1
-0.326580766051224,2.2214951155273237,1.98839981830602,2.044465925908123,-1.0813378491705032,1.405946320983135,-0.1103916636072785,0.3348056369853588,-2.176082305717372,0.7095744617919745,2.9164189730562824,-0.4716605860247632,-0.4773065247464971,2.6636630990123957,-0.4734557033706944,4.841377581431545,1.151402343410684,1.238677012412174,2.970006219753321,-0.4504013611779841,1.2106485231179522,1.2156053154224686,1.0830965229481604,1.5685186540634148,3.3784016141383773,0.0,1
-0.6574071371988425,-0.3064131193830791,-0.2116983332496942,-0.4509562811687577,-1.1157544003005533,0.0889977913606737,0.6718974597406492,-1.1352270483396454,0.4792284086570038,-0.0648708591319645,-0.467551987751626,-0.4716605860247632,-0.4773065247464971,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.4651428120887531,-0.4608827518523636,1.226030504248756,1.2106485231179522,-0.475867757985419,-0.0931168956380772,-0.1066525677914248,-0.662748642008007,1.0,0
-0.6574071371988425,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267784,-0.6280545032411115,-0.7083277674423829,0.7963416494531378,0.4792284086570038,-0.8393161800559036,-0.467551987751626,-0.4716605860247632,-0.4773065247464971,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,1.238677012412174,-0.4608827518523636,-0.4504013611779841,-0.4622881739589047,-0.475867757985419,-0.0931168956380772,-0.6650429750763713,-0.662748642008007,1.0,0
-0.1611675804774148,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267784,-0.6296713066111267,-0.7145660735539446,-1.2878578173750423,0.4792284086570038,-0.8393161800559036,-0.467551987751626,-0.4716605860247632,1.2710690237754705,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.4651428120887531,-0.4608827518523636,-0.4504013611779841,-0.4622881739589047,-0.475867757985419,-0.6812236049311959,-0.6650429750763713,0.010776400683057,1.0,0
1.327551089686868,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267784,-0.6296713066111267,-0.7145660735539446,1.017393108056126,0.4792284086570038,-0.8393161800559036,-0.467551987751626,-0.4716605860247632,-0.4773065247464971,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,1.151402343410684,-0.4651428120887531,-0.4608827518523636,-0.4504013611779841,-0.4622881739589047,-0.475867757985419,-0.6812236049311959,-0.6650429750763713,0.010776400683057,0.0,0
-0.8228203227726517,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267784,-0.0568047074173725,1.4957937470259457,-0.4352307627635138,0.4792284086570038,-0.8393161800559036,-0.467551987751626,-0.4716605860247632,-0.4773065247464971,-0.4799204167378746,1.2440377792315829,-0.4775186872310411,-0.4657357793571307,-0.4651428120887531,-0.4608827518523636,-0.4504013611779841,-0.4622881739589047,-0.475867757985419,-0.0931168956380772,-0.6650429750763713,-0.662748642008007,0.0,0
1.492964275260677,-0.3064131193830791,-0.2116983332496942,-0.4509562811687577,-1.097100347485188,0.0461110455586012,0.5891599254789748,0.0331878042761526,0.4792284086570038,0.7095744617919745,1.224433492652328,1.2269969866934716,-0.4773065247464971,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.4651428120887531,-0.4608827518523636,-0.4504013611779841,-0.4622881739589047,-0.475867757985419,-0.6812236049311959,-0.1066525677914248,0.010776400683057,0.0,0
-1.6498862506416978,-0.3064131193830791,-0.2116983332496942,-0.4509562811687577,-1.1422679795723565,-0.0087151712835841,0.4833886455746109,0.0752928440100553,0.4792284086570038,-0.0648708591319645,-0.467551987751626,-0.4716605860247632,-0.4773065247464971,1.0918713411372605,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.4651428120887531,-0.4608827518523636,-0.4504013611779841,-0.4622881739589047,1.2156053154224686,-0.0931168956380772,-0.1066525677914248,-0.662748642008007,0.0,0
-1.6498862506416978,-0.3064131193830791,-0.2116983332496942,-0.4509562811687577,-0.5715426855566352,0.0501945104803066,0.5970377864019086,-1.7036450847473303,0.4792284086570038,-0.0648708591319645,-0.467551987751626,-0.4716605860247632,-0.4773065247464971,-0.4799204167378746,1.2440377792315829,-0.4775186872310411,-0.4657357793571307,-0.4651428120887531,-0.4608827518523636,-0.4504013611779841,1.2106485231179522,-0.475867757985419,-0.0931168956380772,-0.1066525677914248,-0.662748642008007,0.0,0
1.327551089686868,2.4513049550646326,1.98839981830602,2.543550367323499,-1.0789059674975527,2.3392978869453005,0.1036860320113674,-0.2780887394709132,-2.479546387360158,0.4514260214839948,-0.467551987751626,1.2269969866934716,1.2710690237754705,2.6636630990123957,-0.4734557033706944,3.0684121585440165,-0.4657357793571307,4.646316661414028,-0.4608827518523636,1.226030504248756,2.883585220194809,2.907078388830356,2.259309941534398,2.126909061348361,2.031351528756249,0.0,1
0.8313115329654404,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267784,-0.6296713066111267,-0.7145660735539446,-1.3931204167097986,0.4792284086570038,-0.8393161800559036,-0.467551987751626,-0.4716605860247632,-0.4773065247464971,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,1.238677012412174,-0.4608827518523636,-0.4504013611779841,-0.4622881739589047,-0.475867757985419,-0.0931168956380772,-0.6650429750763713,-0.662748642008007,1.0,0
0.3350719762440127,2.4513049550646326,2.721765868824592,1.1461139313604456,-1.0799185449175228,3.5886515987521226,0.4480096806030891,-0.3923738473200774,-1.493288122021104,1.8712424431778831,2.9164189730562824,-0.4716605860247632,1.2710690237754705,1.0918713411372605,-0.4734557033706944,3.0684121585440165,2.768540466178499,1.238677012412174,1.2545617339504789,1.226030504248756,2.883585220194809,1.2156053154224686,1.0830965229481604,3.243689875918254,2.031351528756249,0.0,1
1.1621379041130588,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267784,-0.6296713066111267,-0.7145660735539446,1.743705043465947,0.4792284086570038,-0.8393161800559036,-0.467551987751626,-0.4716605860247632,-0.4773065247464971,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.4651428120887531,1.2545617339504789,-0.4504013611779841,-0.4622881739589047,-0.475867757985419,-0.0931168956380772,-0.6650429750763713,-0.662748642008007,1.0,0
