Age,TotalCoursesEnrolled,UniqueCategoriesEnrolled,AverageCoursesPerCategory,EnrollmentFrequency,TotalSpending,AverageSpending,AverageCourseRating,DiversityScore,LearningDepthIndex,Cat_Artificial Intelligence,Cat_Business,Cat_Cybersecurity,Cat_Data Science,Cat_Design,Cat_Digital Marketing,Cat_Finance,Cat_Machine Learning,Cat_Marketing,Cat_Programming,Cat_Project Management,Cat_Web Development,Level_Advanced,Level_Beginner,Level_Intermediate,Gender_Male
-1.6498862506416978,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267783,0.1875606121866064,2.4386577309900637,-1.8773283736496789,0.47922840865700383,-0.8393161800559036,-0.467551987751626,-0.47166058602476324,1.2710690237754703,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.46514281208875313,-0.4608827518523636,-0.4504013611779841,-0.46228817395890476,-0.475867757985419,-0.6812236049311959,-0.6650429750763713,0.010776400683057033,1.0
0.6658983473916311,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267783,-0.6296713066111267,-0.7145660735539446,-0.26681060382790367,0.47922840865700383,0.7095744617919745,-0.467551987751626,-0.47166058602476324,-0.47730652474649715,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.46514281208875313,-0.4608827518523636,1.226030504248756,-0.46228817395890476,-0.475867757985419,-0.6812236049311959,-0.10665256779142482,-0.662748642008007,0.0
1.3275510896868679,1.7618754364527047,1.6217167930467342,1.8305725938729616,-1.0910175041758299,0.6430016845709161,-0.2681563781720484,-0.2572412766156529,-2.0312471758424064,0.39979633342239895,1.2244334926523281,-0.47166058602476324,-0.47730652474649715,-0.4799204167378746,-0.4734557033706944,1.2954467356564878,1.1514023434106841,-0.46514281208875313,6.400895191359004,1.226030504248756,2.883585220194809,1.2156053154224686,1.671203232241279,1.5685186540634148,1.357826486065185,0.0
-0.32658076605122405,2.2214951155273233,1.9883998183060199,2.044465925908123,-1.0813378491705032,1.4059463209831353,-0.11039166360727856,0.33480563698535887,-2.176082305717372,0.7095744617919745,2.9164189730562824,-0.47166058602476324,-0.47730652474649715,2.6636630990123953,-0.4734557033706944,4.841377581431545,1.1514023434106841,1.238677012412174,2.9700062197533206,-0.4504013611779841,1.2106485231179522,1.2156053154224686,1.0830965229481604,1.5685186540634148,3.3784016141383773,0.0
-0.6574071371988425,-0.30641311938307914,-0.21169833324969425,-0.4509562811687577,-1.1157544003005533,0.08899779136067373,0.6718974597406492,-1.1352270483396454,0.47922840865700383,-0.06487085913196454,-0.467551987751626,-0.47166058602476324,-0.47730652474649715,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.46514281208875313,-0.4608827518523636,1.226030504248756,1.2106485231179522,-0.475867757985419,-0.0931168956380772,-0.10665256779142482,-0.662748642008007,1.0
-0.6574071371988425,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267783,-0.6280545032411115,-0.7083277674423829,0.7963416494531378,0.47922840865700383,-0.8393161800559036,-0.467551987751626,-0.47166058602476324,-0.47730652474649715,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,1.238677012412174,-0.4608827518523636,-0.4504013611779841,-0.46228817395890476,-0.475867757985419,-0.0931168956380772,-0.6650429750763713,-0.662748642008007,1.0
-0.16116758047741486,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267783,-0.6296713066111267,-0.7145660735539446,-1.2878578173750423,0.47922840865700383,-0.8393161800559036,-0.467551987751626,-0.47166058602476324,1.2710690237754703,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.46514281208875313,-0.4608827518523636,-0.4504013611779841,-0.46228817395890476,-0.475867757985419,-0.6812236049311959,-0.6650429750763713,0.010776400683057033,1.0
1.3275510896868679,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267783,-0.6296713066111267,-0.7145660735539446,1.017393108056126,0.47922840865700383,-0.8393161800559036,-0.467551987751626,-0.47166058602476324,-0.47730652474649715,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,1.1514023434106841,-0.46514281208875313,-0.4608827518523636,-0.4504013611779841,-0.46228817395890476,-0.475867757985419,-0.6812236049311959,-0.6650429750763713,0.010776400683057033,0.0
-0.8228203227726517,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267783,-0.056804707417372535,1.4957937470259457,-0.43523076276351386,0.47922840865700383,-0.8393161800559036,-0.467551987751626,-0.47166058602476324,-0.47730652474649715,-0.4799204167378746,1.2440377792315827,-0.4775186872310411,-0.4657357793571307,-0.46514281208875313,-0.4608827518523636,-0.4504013611779841,-0.46228817395890476,-0.475867757985419,-0.0931168956380772,-0.6650429750763713,-0.662748642008007,0.0
1.492964275260677,-0.30641311938307914,-0.21169833324969425,-0.4509562811687577,-1.0971003474851881,0.04611104555860126,0.5891599254789748,0.03318780427615269,0.47922840865700383,0.7095744617919745,1.2244334926523281,1.2269969866934716,-0.47730652474649715,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.46514281208875313,-0.4608827518523636,-0.4504013611779841,-0.46228817395890476,-0.475867757985419,-0.6812236049311959,-0.10665256779142482,0.010776400683057033,0.0
-1.6498862506416978,-0.30641311938307914,-0.21169833324969425,-0.4509562811687577,-1.1422679795723565,-0.008715171283584178,0.4833886455746109,0.07529284401005536,0.47922840865700383,-0.06487085913196454,-0.467551987751626,-0.47166058602476324,-0.47730652474649715,1.0918713411372605,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,-0.46514281208875313,-0.4608827518523636,-0.4504013611779841,-0.46228817395890476,1.2156053154224686,-0.0931168956380772,-0.10665256779142482,-0.662748642008007,0.0
-1.6498862506416978,-0.30641311938307914,-0.21169833324969425,-0.4509562811687577,-0.5715426855566352,0.050194510480306626,0.5970377864019086,-1.7036450847473303,0.47922840865700383,-0.06487085913196454,-0.467551987751626,-0.47166058602476324,-0.47730652474649715,-0.4799204167378746,1.2440377792315827,-0.4775186872310411,-0.4657357793571307,-0.46514281208875313,-0.4608827518523636,-0.4504013611779841,1.2106485231179522,-0.475867757985419,-0.0931168956380772,-0.10665256779142482,-0.662748642008007,0.0
1.3275510896868679,2.4513049550646326,1.9883998183060199,2.543550367323499,-1.0789059674975527,2.3392978869453005,0.10368603201136749,-0.2780887394709132,-2.479546387360158,0.45142602148399485,-0.467551987751626,1.2269969866934716,1.2710690237754703,2.6636630990123953,-0.4734557033706944,3.0684121585440165,-0.4657357793571307,4.646316661414028,-0.4608827518523636,1.226030504248756,2.883585220194809,2.907078388830356,2.259309941534398,2.1269090613483614,2.031351528756249,0.0
0.8313115329654404,-0.5362229589203885,-0.57838135850898,-0.4509562811687577,0.9126710819267783,-0.6296713066111267,-0.7145660735539446,-1.3931204167097986,0.47922840865700383,-0.8393161800559036,-0.467551987751626,-0.47166058602476324,-0.47730652474649715,-0.4799204167378746,-0.4734557033706944,-0.4775186872310411,-0.4657357793571307,1.238677012412174,-0.4608827518523636,-0.4504013611779841,-0.46228817395890476,-0.475867757985419,-0.0931168956380772,-0.6650429750763713,-0.662748642008007,1.0
